,sigla,name,school,area,category,credits
2337,IEE3787,Procesamiento Multiescala de Imágenes,Ingeniería,,,10
2338,IEE3864,Fundamentos de Instrumentación Astronómica,Ingeniería,,,10
2339,IEE3893,Radio Astronomía,Ingeniería,,,10
2340,IEE3896,Teoría y Diseño de Antenas,Ingeniería,,,10
2341,EES1000,Introducción a la Educación Especial,Psicología,,,10
2342,EES1040,Neurodesarrollo y Diversidad,Psicología,,,10
2343,EES1050,"Educación de Niñas, Niños y Jóvenes Con Discapacidad Intelectual",Psicología,,,10
2344,EES1060,"Educación de Niñas, Niños y Jóvenes Sordos e Hipoacúsicos",Psicología,,,10
2345,EFS1000,Juego y Vida Activa,Educación,,Aprendizaje Servicio,10
2346,EFS1010,Fundamentos de la Motricidad Humana y la Educación Física,Educación,,Aprendizaje Servicio,10
2347,EFS1030,Expresión Corporal y Folclore,Educación,,Aprendizaje Servicio,10
2348,EFS1041,Entrenamiento Deportivo Escolar II,Educación,,,10
2349,EFS1060,Nutrición y Alimentación para la Salud y Actividad Física,Educación,,Aprendizaje Servicio,10
2350,EFS1500,Atletismo,Educación,,,5
2351,EFS1505,Fútbol/Balonmano,Educación,,,5
2352,EFS1510,Natación/Gimnasia,Educación,,Aprendizaje Servicio,5
2353,EFS1520,Deportes Individuales: Tenis,Educación,,,5
2354,EFS1525,Deportes Colectivos: Hockey Césped,Educación,,,5
2355,EFS1535,Deportes Colectivos: Rugby,Educación,,,5
2356,EFS1540,Deportes Individuales: Entrenamiento Funcional,Educación,,,5
2357,MEF102A,Anatomía General y del Desarrollo,Escuela De Medicina,,,10
2358,MEF103A,Bioestadística,Escuela De Medicina,,,10
2359,MEF205A,Bioestadística,Escuela De Medicina,,,5
2360,IEG3100,Analisis Estructural Lineal,Ingeniería,,,5
2361,IEG3110,Elementos Finitos Lineales,Ingeniería,,,5
2362,IEG3200,Diseno Avanzado en Hormigon Armado,Ingeniería,,,5
2363,IEG3220,Diseño de Estructuras Pretensadas,Ingeniería,,,5
2364,IEG3280,Diseño de Estructuras Industriales de Acero,Ingeniería,,,5
2365,IEG3300,Dinámica Estructural,Ingeniería,,,5
2366,IEG3500,Análisis Sísmico,Ingeniería,,,5
2367,IEG3510,Diseño Sismorresistente Avanzado,Ingeniería,,,5
2368,IEG3520,Aislamiento Sísmico,Ingeniería,,,5
2369,IEG3660,Ingeniería Geotécnica Sísmica,Ingeniería,,,5
2370,IEG3700,Métodos Analíticos en Ingeniería Civil,Ingeniería,,,5
2371,IEG3710,Métodos Numéricos en Ingeniería Civil,Ingeniería,,,5
2372,IEG4010,Seminario de Ingenieria Estructural y Geotecnica I,Ingeniería,,,5
2373,IEG4020,Seminario de Ingenieria Estructural y Geotecnica II,Ingeniería,,,5
2374,IEG4970,Actividad de Graduacion,Ingeniería,,,30
2375,IEG4971,Seminario de Graduación I,Ingeniería,,,5
2376,MEH3000,Hemostasia y Trombosis I,Escuela De Medicina,,,46
2377,MEH3002,Hemostasia y Trombosis II,Escuela De Medicina,,,46
2378,EIN1001,Introduction to Teaching English (Cpc),Educación,,,10
2379,EIN1002,Language and Culture I (Cpc),Educación,,,10
2380,EIN1004,Language and Culture III (Cpc),Educación,,,10
2381,EIN1007,English Spanish Contrasts (Cpc),Educación,,,10
2382,EIN1008,Literature for Children (Cpc),Educación,,,10
2383,EIN1010,Seminar,Educación,,,10
2384,MEI1000,Enfermedades Infecciosas del Adulto Ia,Escuela De Medicina,,,35
2385,MEI1020,Enfermedades Infecciosas del Adulto Iia,Escuela De Medicina,,,35
2386,MEK102,Fundamentos Psicológicos para Kinesiología,Escuela De Medicina,,,5
2387,MEK204C,Farmacología para Kinesiología,Escuela De Medicina,,,5
2388,EMS3000,Proyecto de Graduación,Economía Y Administración,,,20
2389,MEM3001,Educación Médica Basada en Evidencia,Escuela De Medicina,,,10
2390,MEM3002,Bases del Aprendizaje y Metodologías Docentes para la Educación de las Profesiones de la Salud,Escuela De Medicina,,,10
2391,MEM3003,Enseñanza Clínica para la Educación de las Profesiones de la Salud,Escuela De Medicina,,,10
2392,MEM3006,Antropología y Ética en la Educación Médica,Escuela De Medicina,,,10
2393,MEM3007,Gestión de Proyectos Educacionales para las Carreras de la Salud,Escuela De Medicina,,,10
2394,MEM3013,Investigación en Educación Médica,Escuela De Medicina,,,10
2395,MEM3014,Habilidades en Desarrollo Curricular y Evaluación de Aprendizajes y Programas en Educación Medica,Escuela De Medicina,,,10
2396,MEM3015,Habilidades en Metodología Docente en Educación Médica,Escuela De Medicina,,,10
2397,MEM3032,Patología de Paciente Crítico,Escuela De Medicina,,,10
2398,EMA3000,Fundamentos de la Ética,Instituto De Éticas Aplicadas,,,10
2399,EMA3001,Laboratorio en Ética Aplicada,Instituto De Éticas Aplicadas,,,5
2400,EMA3002,Ética de las Profesiones,Instituto De Éticas Aplicadas,,,5
2401,REN101,Desafíos de la Ingeniería de Recursos Naturales,Agronomía Y Sistemas Naturales,,,5
2402,REN203,Geología y Ciencias del Suelo,Agronomía Y Sistemas Naturales,,,10
2403,REN225,Metodologías de Investigación,Agronomía Y Sistemas Naturales,,,10
2404,ENA3520,Fundamentos para los Cuidados Especializados de Enfermería en Cuidados Críticos del Adulto,Escuela De Enfermería,,,10
2405,ENA3521,Especialidad de Enfermería en Cuidados Críticos del Adulto I,Escuela De Enfermería,,,25
2406,END3020,Fundamentos para el Cuidado Especialista de Enfermería en Personas Con Problemas Cardiacos,Escuela De Enfermería,,,10
2407,END3120,Enfermería para Cuidados Especialistas en Personas Con Problemas Cardiacos I,Escuela De Enfermería,,,25
2408,ENE3010,Cuidados Avanzados de Enfermeria del Adulto Con Problemas Renales I,Escuela De Enfermería,,,30
2409,ENF1100,Sueño: ¿Cómo Mantener y Mejorar Esta Necesidad Vital?,Escuela De Enfermería,Salud y Bienestar,,10
2410,ENF1112,Naturaleza de la Enfermería,Escuela De Enfermería,,,5
2411,ENF1124,Psicología,Escuela De Enfermería,,,10
2412,ENF1126,Salud Intercultural,Escuela De Enfermería,Salud y Bienestar,,10
2413,ENF1127,"Salud, Cultura y Sociedad Global",Escuela De Enfermería,,,10
2414,ENF1133,Metodología de la Investigación,Escuela De Enfermería,,,5
2415,ENF1205,Cuidados de Enfermería I,Escuela De Enfermería,,,10
2416,ENF1212,Salud Pública,Escuela De Enfermería,,,10
2417,ENF2112,Cuidados de Enfermería de la Persona y Familia,Escuela De Enfermería,,,15
2418,ENF2115,Educación para la Salud,Escuela De Enfermería,,,5
2419,ENF2208,Cuidados de Enfermería II,Escuela De Enfermería,,,15
2420,ENF2215,Informática en Salud I,Escuela De Enfermería,,,5
2421,ENF2220,Gestión y Liderazgo I,Escuela De Enfermería,,,5
2422,ENF2302,Cuidados de Enfermería de la Mujer y Recién Nacido,Escuela De Enfermería,,,30
2423,ENF2305,Dimensión Interpersonal del Cuidado de Enfermería,Escuela De Enfermería,,,10
2424,ENF2310,Cuidados de Enfermería en la Infancia y Adolescencia,Escuela De Enfermería,,,30
2425,ENF2315,Cuidados de Enfermería del Adulto y Persona Mayor,Escuela De Enfermería,,,20
2426,ENF2318,Cuidados de Enfermaría del Adulto y Adulto Mayor,Escuela De Enfermería,,,30
2427,ENF2322,Fundamentos Éticos del Ejercicio Profesional,Escuela De Enfermería,,,10
2428,ENF2325,Cuidados de Enfermería en la Infancia y Adolescencia,Escuela De Enfermería,,,20
2429,ENF2400,Gestión de Enfermería en Servicios Clínicos,Escuela De Enfermería,,,10
2430,ENF2408,Investigación,Escuela De Enfermería,,,10
2431,ENF2410,Enfermería en Salud Familiar y Comunitaria,Escuela De Enfermería,,,20
2432,ENF2412,Seminario Profesional,Escuela De Enfermería,,,5
2433,ENF2416,Cuidados de Enfermería en Salud Mental,Escuela De Enfermería,,,10
2434,ENF2420,Cuidados de Enfermería en Personas Con Condiciones Crónicas de Salud,Escuela De Enfermería,,,20
2435,ENF2425,Gestión y Liderazgo II,Escuela De Enfermería,,,10
2436,ENF2428,Informática en Salud II,Escuela De Enfermería,,,5
2437,ENF2500,Cuidados de Enfermería en la Mujer Con Problemas de Salud Gíneco-Obstétricos,Escuela De Enfermería,,,20
2438,ENF2504,Internado Ambulatorio en Salud de la Mujer,Escuela De Enfermería,,,25
2439,ENF2508,Internado Hospitalario en Salud de la Mujer,Escuela De Enfermería,,,25
2440,ENF2512,Internado de Enfermería Hospitalario,Escuela De Enfermería,,,25
2441,ENF2516,Internado de Enfermería  Ambulatorio,Escuela De Enfermería,,Aprendizaje Servicio,25
2442,ENF2520,Cuidados de Enfermería del Adulto en el Intra y Postoperatorio,Escuela De Enfermería,,,20
2443,ENF2524,Cuidados de Enfermería del Adulto Enfermo Crìtico,Escuela De Enfermería,,,20
2444,ENF2528,Enfermería en Urgencias,Escuela De Enfermería,,,10
2445,ENF2532,La Salud del Adulto Mayor,Escuela De Enfermería,,,20
2446,ENF2536,Enfermería en Salud Familiar,Escuela De Enfermería,,,20
2447,ENF2540,Cuidados de Enfermería del Niño Enfermo,Escuela De Enfermería,,,20
2448,ENF2544,Cuidados de Enfermería del Recién Nacido,Escuela De Enfermería,,,20
2449,ENF2548,Intervención de Enfermería en Salud Comunitaria,Escuela De Enfermería,,,20
2450,ENF2552,Enfermería en Salud Mental y Psiquiatría II,Escuela De Enfermería,,,20
2451,ENF2556,Enfermería en Salud Mental y Psiquiatría III,Escuela De Enfermería,,,20
2452,ENF300P,Promoción y Protección de la Salud en la Infancia,Escuela De Enfermería,,,5
2453,ENF4000,Debates Actuales en Teorias en Enfermeria,Escuela De Enfermería,,,10
2454,ENF4030,"Etica, Legislación y Salud",Escuela De Enfermería,,,10
2455,ENF4101,Metodología de Investigación Cuantitativa Avanzada,Escuela De Enfermería,,,10
2456,ENF4130,Proyecto de Tesis,Escuela De Enfermería,,,10
2457,ENF4140,Tesis,Escuela De Enfermería,,,40
2458,ENF425,Autocuidado de la Salud,Escuela De Enfermería,,,10
2459,ENF4310,Practica Avanzada de Enfermeria Basada en Evidencias,Escuela De Enfermería,,,10
2460,ENF4340,Fisiopatología Avanzada,Escuela De Enfermería,,,10
2461,ENF4360,Farmacología Clínica en Enfermería de Práctica Avanzada,Escuela De Enfermería,,,10
2462,ENF4370,Práctica Avanzada de Enfermería Basada en Evidencias,Escuela De Enfermería,,,10
2463,ENF4390,Rol de la Enfermería de Práctica Avanzada,Escuela De Enfermería,,,5
2464,ENF4410,Enfermería de Práctica Avanzada en Cuidados de Personas Con Cáncer II,Escuela De Enfermería,,,15
2465,ENF4430,Proyecto de Intervención de Enfermería de Práctica Avanzada,Escuela De Enfermería,,,20
2466,ENF4500,Enfermería de Práctica Avanzada en Cuidados de Personas Con Cuidados Paliativos I,Escuela De Enfermería,,,10
2467,ENF4510,Enfermería de Práctica Avanzada en Cuidados de Personas Con Cuidados Paliativos II,Escuela De Enfermería,,,15
2468,ENF4520,Residencia Clínica en Cuidados Paliativos,Escuela De Enfermería,,,15
2469,ENH3010,Cuidados Avanzados de Enfermería del Adulto Mayor,Escuela De Enfermería,,,30
2470,ENJ3020,Fundamentos del Cuidado Especialista de Enfermería del Niño y Adolescente Con Problemas Oncológicos,Escuela De Enfermería,,,10
2471,ENJ3120,Cuidados Especializados de Enfermería en Niños y Adolescentes Con Problemas Oncológicos I,Escuela De Enfermería,,,25
2472,ENL3010,Cuidados de Enfermeria del Recien Nacido de Alto Riesgo I,Escuela De Enfermería,,,30
2473,ENN3020,Fundamentos de Enfermería para Cuidados Críticos Especializados en la Infancia,Escuela De Enfermería,,,10
2474,ENN3120,Especialidad de Enfermería en Cuidados Críticos del Niño y Adolescente I,Escuela De Enfermería,,,25
2475,ENO2007,Cuidados Paliativos,Escuela De Enfermería,,,10
2476,ENO2022,Equidad de Género y Salud: Retos para la Acción,Escuela De Enfermería,Salud y Bienestar,,10
2477,ENO2027,Introducción y Manejo de los Accesos Vasculares en Enfermería,Escuela De Enfermería,,,5
2478,ENO2028,Uc Propone: Investigación Aplicada en Ciencias Sociales,Escuela De Enfermería,Ciencias Sociales,,10
2479,ENO3102,Estudio Independiente,Escuela De Enfermería,,,10
2480,ENO4124,Salud Planetaria y Transdisciplina: Enfrentando los Retos del Siglo Xxi,Escuela De Enfermería,,,10
2481,ENO4125,Violencia de Género: Enfoques Teóricos y Prácticos,Escuela De Enfermería,,,10
2482,ENO4130,Investigacion Fenomenologica en Salud,Escuela De Enfermería,,,10
2483,ENO4200,Herramientas de Gestión Estratégica en la Dirección de Servicios de Enfermería,Escuela De Enfermería,,,10
2484,MEN1000,Endocrinologia Ia,Escuela De Medicina,,,35
2485,MEN1020,Endocrinologia Iia,Escuela De Medicina,,,35
2486,MEN102A,Morfología Humana,Escuela De Medicina,,,10
2487,MEN207A,Fisiopatología General,Escuela De Medicina,,,10
2488,MEN402A,Gestión en Organizaciones de Salud,Escuela De Medicina,,,5
2489,IEN3110,Energia Hidraulica,Ingeniería,,,5
2490,IEN3120,Energia y Desarrollo Sustentable,Ingeniería,,,5
2491,IEN3140,Tecnologías para Generación Eléctrica,Ingeniería,,,5
2492,IEN3210,Economia Energetica y Ambiental,Ingeniería,,,5
2493,IEN3220,Planificacion y Politica Energetica,Ingeniería,,,5
2494,IEN3240,Mercados Energéticos,Ingeniería,,,5
2495,IEN3310,Energia Renovable,Ingeniería,,,5
2496,IEN3510,Evaluacion de Proyectos Energeticos,Ingeniería,,,5
2497,IEN3520,Construccion Sustentable,Ingeniería,,,5
2498,IEN3540,Ciclo de Combustible Nuclear,Ingeniería,,,5
2499,IEN3550,Seguridad de Sistemas de Energía,Ingeniería,,,5
2500,IEN3610,Innovacion y Gestion de la Tecnologia,Ingeniería,,,5
2501,IEN3620,Produccion y Usos del Hidrogeno,Ingeniería,,,5
2502,IEN3630,Tecnologias de Energia Renovable,Ingeniería,,,5
2503,IEN3650,Almacenamiento de Energía,Ingeniería,,,5
2504,IEN3660,Análisis de Reactores Nucleares,Ingeniería,,,5
2505,IEN3820,Diseno de Sistemas de Energia Renovable,Ingeniería,,,5
2506,IEN3840,Diseno de Sistemas Nucleares,Ingeniería,,,5
2507,IEN3910,Energía Solar,Ingeniería,,,5
2508,IEN3920,Análisis de Datos Energéticos,Ingeniería,,,5
2509,IEN4970,Actividad de Graduacion I,Ingeniería,,,30
2510,IEN4971,Seminario de Graduación I,Ingeniería,,,5
2511,IEN4972,Seminario de Graduación II,Ingeniería,,,5
2512,GEO103,Geografía Humana General,Geografía,,,10
2513,GEO104,Geografía Física General,Geografía,,,10
2514,GEO109,Geografía Matemática y Cartografía,Geografía,,,10
2515,GEO110,Desafíos de la Geografía,Geografía,,,5
2516,GEO111,Geografía de Chile: Espacio y Sociedad,Geografía,,,10
2517,GEO112,Geografía Cultural,Geografía,,,10
2518,GEO201,Climatología,Geografía,,,10
2519,GEO202,Sistemas de Información Geográfica,Geografía,,,10
2520,GEO203,Terreno I,Geografía,,,5
2521,GEO302,Geografía Rural,Geografía,,,10
2522,GEO303,Geomorfología Dinámica y Climática,Geografía,,,10
2523,GEO304,Edafogeografía,Geografía,,,10
2524,GEO305,Terreno II,Geografía,,,5
2525,GEO3084,Aplicaciones de Geomatica,Geografía,,,10
2526,GEO400,Poder y Territorio,Geografía,,,10
2527,GEO401,Seminario de Investigación I,Geografía,,,15
2528,GEO402,Hidrología,Geografía,,,10
2529,GEO500,"Desarrollo Urbano: Teoría, Modelos y Gestión",Geografía,,,10
2530,GEO501,Gestión Integrada del Litoral,Geografía,,,10
2531,GEO502,Evaluación de Proyectos Territoriales,Geografía,,,10
2532,GEO5020,Métodos Estadísticos para Estudios Espaciales y Ambientales,Geografía,,,10
2533,GEO5021,Fundamentos Geográficos del Sistema Natural,Geografía,,,10
2534,GEO5024,Teoría y Análisis de la Organización del Espacio,Geografía,,,10
2535,GEO5025,Percepción Remota e Imágenes Satelitales,Geografía,,,10
2536,GEO5026,Taller de Casos de Estudio y Aplicaciones,Geografía,,,20
2537,GEO5028,Taller de Tesis,Geografía,,,20
2538,GEO503,Gestión y Administración Territorial,Geografía,,,5
2539,GEO5049,Introducción a los Sistemas de Información Geográfica,Geografía,,,10
2540,GEO5050,Análisis Geográfico de la Minería,Geografía,,,10
2541,GEO5059,Introducción a la Ciencia de Datos Con R,Geografía,,,10
2542,GEO507,Práctica Profesional,Geografía,,,0
2543,GEO5113,Seminario de Investigación I,Geografía,,,15
2544,GEO5115,Seminario de Investigación III,Geografía,,,15
2545,GEO5118,Tesis Doctoral I,Geografía,,,50
2546,GEO5120,Tesis III,Geografía,,,50
2547,GEO5121,Tesis IV,Geografía,,,50
2548,GEO5122,Teoría y Métodos en Geografía,Geografía,,,10
2549,GEO5123,Etica e Investigación Geográfica,Geografía,,,10
2550,GEO5126,Apoyo Docencia,Geografía,,,0
2551,GEO5129,Autoría Artículo Científico o Patente,Geografía,,,0
2552,GEO5130,Pasantía en el Extranjero,Geografía,,,0
2553,GEO5146,Tópicos Avanzados en Geografía,Geografía,,,5
2554,GEO5150,Evaluación Ambiental Estratégica:Aplicaciones y Contribuciones para la Sustentabilidad,Geografía,,,10
2555,GEO609,Educación Ambiental para el Desarrollo Sustentable,Geografía,,Aprendizaje Servicio,10
2556,GEO612,"El Desierto de Atacama: Su Pasado, Presente y Futuro de Un Espacio Estratégico",Geografía,,,10
2557,GEO620,Asia y América Latina,Geografía,Ciencias Sociales,,10
2558,GEO621,¡Los Desastres No Son Naturales!,Geografía,Ciencias Sociales,,10
2559,GEO623,"Patrimonio, Territorio y Turismo: Una Relación de Contrastes",Geografía,Ecolog Integra y Sustentabilid,,10
2560,GEO624,Empoderamiento Climático,Geografía,Ecolog Integra y Sustentabilid,,10
2561,GEO625,Introducción a la Geografía Física General,Geografía,,,10
2562,GEO628,Turismo Alternativo: Una Mirada Desde los Territorios,Geografía,Ecolog Integra y Sustentabilid,,10
2563,TEO231,Síntesis B,Teología,,,10
2564,TEO235,Hebreo Biblico,Teología,,,5
2565,TEO281,Profundización en el Antiguo Testamento B (Primer Testamento),Teología,,,10
2566,TEO283,Profundización en el Nuevo Testamento B (Segundo Testamento),Teología,,,10
2567,TEO289,Cuestiones de Ciencias de la Religión,Teología,,,10
2568,TEO292,Cuestiones de Trinidad y Cristología,Teología,,,10
2569,TEO3001,Curso Especialidad I,Teología,,,16
2570,TEO3002,Curso Especialidad II,Teología,,,16
2571,TEO3003,Curso Especialidad III,Teología,,,16
2572,TEO3004,Proyecto de Tesis I,Teología,,,40
2573,TEO3005,Proyecto de Tesis II,Teología,,,40
2574,TEO3006,Examen de Candidatura,Teología,,,20
2575,TEO3007,Seminario Doctoral I,Teología,,,20
2576,TEO3008,Seminario Doctoral II,Teología,,,20
2577,TEO3009,Actividad Anual de Seguimiento I,Teología,,,0
2578,TEO300T,Tesis de Magister,Teología,,,45
2579,TEO3010,Actividad Anual de Seguimiento II,Teología,,,0
2580,TEO3011,Pasantía Internacional,Teología,,,0
2581,TEO3012,Trabajo Doctoral I,Teología,,,30
2582,TEO3013,Trabajo Doctoral II,Teología,,,30
2583,TEO3014,Trabajo Doctoral III,Teología,,,50
2584,TEO3015,Trabajo Doctoral IV,Teología,,,50
2585,TEO3016,Trabajo Doctoral V,Teología,,,50
2586,TEO3017,Trabajo Doctoral VI,Teología,,,50
2587,TEO3018,Coloquio Doctoral I,Teología,,,0
2588,TEO3019,Coloquio Doctoral II,Teología,,,0
2589,TEO3020,Coloquio Doctoral III,Teología,,,0
2590,TEO3021,Coloquio Doctoral IV,Teología,,,0
2591,TEO3022,Coloquio Doctoral V,Teología,,,0
2592,TEO3023,Coloquio Doctoral VI,Teología,,,0
2593,TEO3024,Defensa de Tesis Doctoral,Teología,,,0
2594,TEO3025,Publicación Tesis Doctoral,Teología,,,0
2595,TEO310,La Transmisión de la Fe,Teología,,,10
2596,TEO5013,Seminario de Teología Patrística III (Textos Griegos Post-Nicenos),Teología,,,10
2597,TEO5022,Seminario de Teología Fundamental II,Teología,,,10
2598,TEO5033,Seminario de Teología Sistemática III,Teología,,,10
2599,TEO5060,Métodos de Investigación en Teología,Teología,,,10
2600,TEO5063,Latín Instrumental,Teología,,,10
2601,TEO5071,Trabajo de Tesis I,Teología,,,10
2602,TEO5072,Trabajo de Tesis II,Teología,,,10
2603,TEO5073,Trabajo de Tesis III,Teología,,,30
2604,TEO515,Tesis en Teología Fundamental Sistemática,Teología,,,10
2605,TEO516,Tesis en Teología Bíblica,Teología,,,10
2606,TEO517,Tesis en Teología Pastoral,Teología,,,10
2607,MEP3000,Endocrinología Pediátrica Ia,Escuela De Medicina,,,35
2608,MEP3002,Endocrinología Pediátrica Iia,Escuela De Medicina,,,35
2609,MEP501,Salud Pública para la Vida Activa y Deportiva,Escuela De Medicina,,,10
2610,EPG3110,Probabilidad,Matemáticas,,,15
2611,EPG3306,Metodos Estadisticos I,Matemáticas,,,15
2612,EPG3307,Probabilidades,Matemáticas,,,15
2613,EPG3308,Computacion Estadistica,Matemáticas,,,15
2614,EPG3313,Series de Tiempo,Matemáticas,,,15
2615,EPG3325,Estadistica Bayesiana,Matemáticas,,,15
2616,EPG3380,Tecnicas de Consultoria Estadistica,Matemáticas,,,5
2617,EPG3381,Consultoria Estadistica I,Matemáticas,,,5
2618,EPG3382,Consultoria Estadistica II,Matemáticas,,,5
2619,EPG3383,Consultoria Estadistica III,Matemáticas,,,5
2620,EPG3390,Proyecto de Magister,Matemáticas,,,0
2621,EPG3510,Metodos Estadísticos Avanzados I,Matemáticas,,,15
2622,EPG3530,Metodos Estadísticos Avanzados III,Matemáticas,,,15
2623,EPG3601,Computacion Estadistica Avanzada,Matemáticas,,,15
2624,EPG3701,Modelos Lineales Generalizados,Matemáticas,,,15
2625,EPG3730,Métodos Exploratorios y Computacionales para Estadística,Matemáticas,,,10
2626,EPG4001,Aprendizaje Supervisado,Matemáticas,,,5
2627,EPG4002,Aprendizaje No Supervisado,Matemáticas,,,5
2628,EPG4004,Series de Tiempo,Matemáticas,,,5
2629,EPG4006,Modelos Lineales Generalizados,Matemáticas,,,5
2630,EPG4007,Análisis de Tiempos de Falla,Matemáticas,,,5
2631,EPG4009,Análisis Multivariado,Matemáticas,,,5
2632,EPG4010,Actividad Anual de Seguimiento I,Matemáticas,,,0
2633,EPG4020,Actividad Anual de Seguimiento II,Matemáticas,,,0
2634,EPG4040,Preparación a la Investigación Estadística,Matemáticas,,,5
2635,EPG4060,Auditoría Artículo Científico o Patente,Matemáticas,,,0
2636,EPG4070,Pasantía,Matemáticas,,,0
2637,EPG4100,Examen de Calificación,Matemáticas,,,0
2638,EPG4200,Examen de Candidatura,Matemáticas,,,0
2639,EPG4313,Series de Tiempo,Matemáticas,,,10
2640,EPG4507,Series de Tiempo,Matemáticas,,,5
2641,EPG4508,Estadística Aplicada,Matemáticas,,,5
2642,EPG4510,Análisis de Redes Sociales,Matemáticas,,,5
2643,EPG5000,Proyecto de Tesis Doctoral,Matemáticas,,,15
2644,EPG5001,Tesis Doctoral I,Matemáticas,,,50
2645,EPG5002,Tesis Doctoral II,Matemáticas,,,50
2646,EPG5003,Tesis Doctoral III,Matemáticas,,,50
2647,EPG5004,Tesis Doctoral IV,Matemáticas,,,50
2648,TEP010,Liturgia y Teología Sacramental,Teología,,,10
2649,TEP011,Pastoral Fundamental,Teología,,,10
2650,MER1000,Enfermedades Respiratorias Ia,Escuela De Medicina,,,35
2651,MER1020,Enfermedades Respiratorias Iia,Escuela De Medicina,,,35
2652,MER3001,Enfermedades Respiratorias Ia,Escuela De Medicina,,,35
2653,MER3002,Enfermedades Respiratorias Iia,Escuela De Medicina,,,35
2654,MER3003,Enfermedades Respiratorias Iiia,Escuela De Medicina,,,35
2655,TER001,Religiones: ¿Qué Son y Cómo Se Estudian?,Teología,Humanidades,,10
2656,ESE4045,"Arte, Cultura y Sociedad",Estética,,,10
2657,ESO005,Critica y Artes Visuales en Chile,Estética,,,10
2658,ESO008,Folklore Chileno,Estética,Humanidades,,10
2659,ESO013,El Cuerpo en la Historia del Arte,Estética,Artes,,10
2660,ESO014,"Estética, Feminismos y Género",Estética,Humanidades,,10
2661,ESO015,Estética y Técnica,Estética,Humanidades,,10
2662,ESO016,Estética y Medios Digitales,Estética,Humanidades,,10
2663,ESO017,Repensar el Arte Indígena Contemporáneo en Latinoamérica,Estética,Artes,,10
2664,ESO235C,Introducción a la Gestión Cultural,Estética,,,10
2665,ESO246D,Teoría del Cine Documental Chileno,Estética,,,10
2666,ESO251D,Cine y Literatura Latinoamericana,Estética,,,10
2667,ESO2663,Arte Chileno: 1950-2000,Estética,,,10
2668,ESO2811,Arte y Pensamiento Oriental,Estética,,,10
2669,EST210A,Fundamentos de la Estética,Estética,Humanidades,,10
2670,EST211A,Estetica Clasica,Estética,,,10
2671,EST213A,Estetica Contemporanea,Estética,,,10
2672,EST230C,Experiencia Estetica y Cultura Tradicional,Estética,,,10
2673,EST232C,Arte y Medios de Comunicacion Masiva,Estética,,,10
2674,EST240D,Estetica de las Artes Visuales,Estética,,,10
2675,EST243D,Estetica de la Fotografia,Estética,,,10
2676,EST244D,Estetica de la Arquitectura y Diseno,Estética,,,10
2677,EST251E,Critica Literaria,Estética,,,10
2678,EST252E,Critica de las Artes Visuales,Estética,,,10
2679,EST260F,Seminario Tutorial,Estética,,,20
2680,EST3000,Estética Fundamental,Estética,,,10
2681,EST3100,Espistemología Estética Americana,Estética,,,10
2682,EST3110,Aproximación en las Estéticas Americanas,Estética,,,10
2683,EST3150,Seminario de Especialidad,Estética,,,10
2684,EST4100,Tesis I,Estética,,,20
2685,EST5150,"Espacio, Paisaje y Arquitectura en América",Estética,,,10
2686,EST5220,Monográfico de Cine,Estética,,,10
2687,EST5240,Teorías del Cine Documental,Estética,,,10
2688,EST6000,Historia Crítica del Cine,Estética,,,10
2689,EST6300,Estéticas del Cine Chileno,Estética,,,10
2690,EST6700,Cine y Filosofía,Estética,,,10
2691,EST7100,Tesis I,Estética,,,20
2692,ESM01FL,Filosofía y Ética,Filosofía,,,5
2693,ESM03FL,Razonamiento Lógico y Pensamiento Crítico,Filosofía,,,5
2694,ESM02FS,Física I,Física,,,12
2695,ESM03FS,Física II,Física,,,9
2696,ESM02IN,Introducción a la Programación,Ingeniería,,,7
2697,ESM01LE,Habilidades Comunicativas,Letras,,,9
2698,ESM02MA,Álgebra I,Matemáticas,,,12
2699,ESM04MA,Cálculo I,Matemáticas,,,12
2700,ESM06MA,Álgebra II,Matemáticas,,,9
2701,ESM07MA,Estadística I,Matemáticas,,,9
2702,ESM08MA,Cálculo II,Matemáticas,,,10
2703,ESM09MA,Estadística II,Matemáticas,,,9
2704,ESM02PS,Psicología,Psicología,,,4
2705,ESM03PS,Comportamiento Organizacional,Psicología,,,7
2706,ESM01QU,Química,Química,,,9
2707,MET101A,Integrado de Ciencias Básicas para Farmacología,Escuela De Medicina,,,5
2708,MET102A,Fundamentos Psicológicos para Terapia Ocupacional,Escuela De Medicina,,,10
2709,MET3000,Medicina Transfusional I,Escuela De Medicina,,,46
2710,MET3002,Medicina Transfusional II,Escuela De Medicina,,,46
2711,MET301A,Fisiopatología General y de Sistemas,Escuela De Medicina,,,10
2712,MET501A,Salud Pública,Escuela De Medicina,,,5
2713,MET502A,Salud Mental Infanto Juvenil,Escuela De Medicina,,,10
2714,MET503A,Alteraciones del Sistema Nervioso en Adultos,Escuela De Medicina,,,10
2715,ETI185,Ética para la Psicología,Instituto De Éticas Aplicadas,,,10
2716,ETI188,Ética para Ingeniería,Instituto De Éticas Aplicadas,,,10
2717,ETI195,Ética para Ciencia de Datos y Estadística,Instituto De Éticas Aplicadas,,,10
2718,ETI209,"Ética, Economía y Empresa",Instituto De Éticas Aplicadas,,,10
2719,ETI2474,Ética Aplicada a la Construcción,Instituto De Éticas Aplicadas,,,5
